id,appid,developer
18135,696510,Shanda Games
18136,696530,Midnight Hub
18137,696540,Amplecti Chao
18138,696560,Damien Sueur
18139,696580,Headroom.one
18140,696590,L. Stotch
18141,696650,Helios Production
18142,696710,Dikobraz Games
18143,696730,BURP! Games
18144,696760,Schell Games
18145,696810,Coin Operated Games
18146,696840,Munigis
18147,696860,Barnaque
18148,696910,HUNTERS
18149,696930,Virtual Top
18150,696940,Digital Domain
18151,696990,Grey Gods
18152,697000,GHSSJ
18153,697010,D.W.S.
18154,697020,D.W.S.
18155,697130,Spacepup Entertainment
18156,697160,yayapipi
18157,697260,Primitive Studio
18158,697360,Sailer
18159,697370,Blueshift Media
18160,697450,iwangr
18161,697490,Bad Panda Games
18162,697530,wHDinc.
18163,697550,Graybeard Games
18164,697580,Graffiti
18165,697600,Birch Log
18166,697610,Upturn Games
18167,697630,WARMA Corporation
18168,697640,Candy Smith
18169,697650,"GRASSHOPPER MANUFACTURE INC., Active Gaming Media Inc."
18170,697660,NerdRage Studios
18171,697680,PCAndVR
18172,697710,ManBeardGames
18173,697730,Marcelo Villarreal
18174,697800,Chris Antoni
18175,697850,Rafael Farias
18176,697860,Joel Kivelä
18177,697870,DCF Studios
18178,697890,Stay Awake Games
18179,697910,"Space Wedgie, LLC"
18180,697930,ANV Team
18181,697950,Stefan Fleischer
18182,697960,Play Spirit Limited
18183,697970,Impawsible Games
18184,698030,LunarCore Games
18185,698040,LunarCore Games
18186,698050,Sean Han Tani
18187,698100,Digital Eel
18188,698110,Shaun Williams
18189,698160,LiangDeZhao
18190,698260,Overflow
18191,698300,For Kids
18192,698320,SnowFlame
18193,698330,For Kids
18194,698410,Odd Chamber
18195,698450,Sergey Romanko
18196,698480,Crenetic GmbH Studios
18197,698490,
18198,698500,ninjadodogames
18199,698520,Dimfrost
18200,698540,Valsar
18201,698570,"Ross Grambo, Scott Grambo"
18202,698590,Daniel Fernandez Chavez
18203,698600,FIRE-POINT INTERACTIVE INC
18204,698610,NedoStudio
18205,698620,Graffiti
18206,698640,Snowhound Games
18207,698650,New 90's Games
18208,698700,Stegosoft Games
18209,698710,SmartHart Games
18210,698720,DRUNKEN APES
18211,698740,hishapes
18212,698770,Jeremy Gable
18213,698780,Team Salvato
18214,698790,Ultimerse
18215,698830,M. Hanka
18216,698870,Sparks Games
18217,698880,NASPAPA GAMES
18218,698910,Sprocket Crash Games
18219,698920,
18220,698950,ILIN DMITRY IGOREVICH
18221,698960,Mikael Mattsson
18222,698980,Studio 1983
18223,699010,Field of View CE
18224,699040,Smart Online Games
18225,699080,Mikołaj Spychał
18226,699100,TotalDistraction
18227,699150,shysaursoft
18228,699160,Shaman Games Studio
18229,699170,6 Eyes Studio
18230,699180,Shiv
18231,699230,Green Lava Studios
18232,699240,Heaven Brotherhood
18233,699370,AB SOFT
18234,699390,LiquidFire Entertainment
18235,699410,Benjamin Scott
18236,699460,DRUNKEN APES
18237,699470,Avekvist
18238,699480,Meepower
18239,699510,Game e Arte
18240,699550,Vyacheslav Shilikhin
18241,699570,Ninetales Studios
18242,699590,Ripknot Systems
18243,699600,Arzola's
18244,699670,Attu Games
18245,699680,Koker_007
18246,699700,NEKCOM Entertainment
18247,699720,Team Full Sail
18248,699740,Pathos Interactive
18249,699750,For Kids
18250,699760,"Tero Lunkka, BlackThug"
18251,699770,GuraShop
18252,699780,Sunward Games
18253,699790,Jérémy Pionnier
18254,699820,Chris Germano
18255,699830,Flying Rain
18256,699850,HexWar Games
18257,699860,HexWar Games
18258,699870,HexWar Games
18259,699920,Konfa Games
18260,699930,aomin-meiho
18261,699940,Yury Chadaev
18262,699970,bu2 sutdio
18263,699990,Surreal Games
18264,700010,MAGIX Software GmbH
18265,700020,MAGIX Software GmbH
18266,700030,Bitbox Ltd.
18267,700050,JimJams Games
18268,700140,ATTACK MOUNTAIN
18269,700160,Nyamakop
18270,700170,"Lukas Paul, Gabriel Mittermair"
18271,700270,"Dataweb, Inc."
18272,700330,Northwood Studios
18273,700400,Killerkun
18274,700440,PanGuoJun
18275,700450,Frentwick Indie
18276,700460,Aperico Software
18277,700470,漾夕
18278,700480,Microsoft Game Studios
18279,700490,wei
18280,700510,RBIOKuriboh
18281,700520,Fishing Cactus
18282,700540,HoldensVR
18283,700560,Xenturion
18284,700570,B2Expand
18285,700580,
18286,700590,Bit Nurse
18287,700610,David Sof
18288,700620,Silver Machine Studios
18289,700650,Skydome Studios
18290,700660,Educational Games
18291,700730,Paul Boland
18292,700740,Nickelodeon
18293,700750,KUSOne Studio Limited
18294,700770,Cybertime System
18295,700780,DRUNKEN APES
18296,700830,Thalasse Games
18297,700880,Interplay
18298,700910,Lufthamn
18299,700920,Albin Bernhardsson
18300,700940,Kristin Dragos
18301,700990,JOYCITY
18302,701010,Osmium
18303,701020,Zain ul Hassan
18304,701040,Iced Lizard Games
18305,701080,Molegato
18306,701100,Citor3 Entertainment Studio
18307,701160,"Noio, Coatsink"
18308,701280,Goldsaucer Ltd
18309,701290,IP Izmailov Vladimir Yurievich
18310,701360,MixerGames
18311,701370,"Thorne Media, LLC"
18312,701380,"Hernán Smicht, YIRA::"
18313,701420,Kuro Irodoru Yomiji
18314,701440,Phantom Pine Studios
18315,701460,baKno Games
18316,701470,Walter Machado
18317,701540,ZOV GAME STUDIO
18318,701620,yang1zhi
18319,701680,XiaoLongBao Games
18320,701720,Laush Dmitriy Sergeevich
18321,701730,David Su
18322,701740,Vedanta Team
18323,701760,FossettGaming
18324,701800,Matthew Wester
18325,701810,Log Games Ltd
18326,701860,COCOSOLA
18327,701870,Helmi Bastami
18328,701880,BBQ Games
18329,701890,Intersect Games
18330,701900,Simple Blue
18331,701910,Waldemar Umaniz
18332,701930,橘子班
18333,701940,Quick Save Studios
18334,701950,Lucid Pixel
18335,701960,André Bertaglia
18336,701970,Boogygames Studios
18337,701990,Gametrip
18338,702030,Funktronic Labs
18339,702080,Great God
18340,702110,"SNK CORPORATION, Code Mystics Inc."
18341,702120,"SNK CORPORATION, Code Mystics Inc."
18342,702150,Raxasoft Games
18343,702160,"Present Day Media, LLC"
18344,702180,ZO Studio Games
18345,702190,Hamsters Gaming
18346,702200,Mihai Morosanu
18347,702210,Dieselmine
18348,702220,mibix
18349,702270,Paulo A. M. Villalva
18350,702300,Notus Games Ltd
18351,702310,Notus Games Ltd
18352,702320,Gameloft
18353,702360,David Ruland
18354,702430,CREATIV GAME DEVELOPER LLC.
18355,702510,Payoff Technologies
18356,702550,Egor Domashenkin
18357,702600,Pigmentum Game Studio
18358,702620,Mindtrick
18359,702670,Ben Esposito
18360,702700,Konami Digital Entertainment
18361,702790,quanhome
18362,702810,Mighty Games
18363,702820,Sure Games
18364,702890,Arc System Works
18365,702900,Wholesale Algorithms
18366,702910,Virtual Top
18367,702930,Studio F#
18368,702940,Stegalosaurus Game Development
18369,703000,Kristof De Meyer
18370,703030,Masahiro Suzuki
18371,703040,Vyacheslav Shilikhin
18372,703050,Kool2Play Sp. z o.o.
18373,703060,e.com
18374,703070,DRUNKEN APES
18375,703090,"WangJianWei, KuangXiang"
18376,703100,40 Pound Tiger Studios
18377,703120,BigGame
18378,703140,Red Fire Games
18379,703180,Torus Games
18380,703200,Wix Games
18381,703210,For Kids
18382,703250,WHITEROCK games
18383,703260,baKno Games
18384,703270,Zloy Krot Studio
18385,703280,Lycanic Studios
18386,703300,AuroraCorp
18387,703310,Illusion Softworks
18388,703320,Illusion Softworks
18389,703360,Hype ProductionZ
18390,703400,Unwhale Studio
18391,703430,"Project Whitecard Studios Inc., Xefier Games Inc."
18392,703480,Virtual Space Inc.
18393,703490,Che
18394,703500,Yaeko
18395,703510,SP Digital Arts Inc.
18396,703530,Ripknot Systems
18397,703540,Valut
18398,703600,Hype ProductionZ
18399,703610,
18400,703620,Spicy Gyro Games
18401,703630,"LAME Dimension, Flying Pudding Studios"
18402,703700,"橘子班, 大好网"
18403,703720,Paris Stalker
18404,703730,3rdEye
18405,703750,Dexion Games
18406,703760,gtscom
18407,703800,Hedgehog Game Studios
18408,703820,Geezer Games
18409,703840,DoubleMoose Games
18410,703870,Educational Games
18411,703880,Ronimo Games
18412,703920,Snkl Studio
18413,703940,Unusualsoft
18414,703950,Just Fishing LLC
18415,703980,Fantasy Flight Games
18416,704010,Bloom Digital Media
18417,704020,Powered Games Entertainment
18418,704030,Masterbrain Bytes GmbH & Co. KG
18419,704040,Autotelic Games LLC
18420,704070,Super Games Studio
18421,704140,RealFire Interactive
18422,704190,Blender Games
18423,704200,hamstercube
18424,704210,Voltornas Games
18425,704230,Cyanide Studio
18426,704270,Avalanche Publishing
18427,704300,VR Factory
18428,704310,Erik Brunnström
18429,704350,Zombie Soup
18430,704360,Odd Meter
18431,704370,Boogygames Studios
18432,704430,"Maurice Fernitz, Felix Gillmann, Enrico Przibilla, Robert Schuricht"
18433,704440,For Kids
18434,704450,Beamdog
18435,704460,Dexion Games
18436,704470,Gamily Studios
18437,704480,Funghisoft
18438,704490,Dexion Games
18439,704500,Dexion Games
18440,704510,Nitrous Butterfly
18441,704520,C5A
18442,704640,TREON Games
18443,704660,JB
18444,704670,Stegalosaurus Game Development
18445,704680,Ceylon Entertainment
18446,704690,Neoclassic Games
18447,704700,Another Noname
18448,704750,GuraShop
18449,704760,Merge Heroes
18450,704830,U-Play Online
18451,704840,Still Running
18452,704850,Noble Muffins
18453,704860,Wicked Studios
18454,704880,Bacus Studios
18455,704910,Rakugaki Games
18456,704940,Phoenix Coalition
18457,704950,Johnny Ginard
18458,704990,Hifire Game Studio
18459,705000,"DrinkingNails, LLC"
18460,705020,Handelabra Games Inc.
18461,705050,Harley Game Studios
18462,705060,VGstudio
18463,705070,Paradox Terminal
18464,705090,Ripknot Systems
18465,705100,TriHelix LLC
18466,705120,NEXT Studios
18467,705130,Hosted Games
18468,705150,Extra Dimension
18469,705160,Rock VR
18470,705210,Simon Blasen
18471,705220,Camex Games
18472,705230,Blind Recluse
18473,705240,VaragtP
18474,705250,Cuveet Story
18475,705260,Logic Droid
18476,705280,suxamethonium
18477,705290,HZ3 Software
18478,705300,Idea Cabin
18479,705370,Mohsin Rizvi
18480,705380,NanoidGames
18481,705390,Boogygames Studios
18482,705400,Crankies Smartworks
18483,705410,bad monkee
18484,705420,Crankies Smartworks
18485,705430,Crankies Smartworks
18486,705440,rusty games
18487,705450,Ghostbutter
18488,705500,Pine Street Codeworks LLC
18489,705530,Foxwarrior Productions
18490,705550,Fowers Games
18491,705610,The Gunseed Collab
18492,705620,Volcanicc
18493,705640,JaudaLabs
18494,705670,UNIOCS
18495,705700,"X-MiGuPLAY, LLC"
18496,705710,Racing Bros
18497,705740,Blue Sunset Games
18498,705750,Cult Software
18499,705770,Wegenbartho
18500,705780,Binary Fusion
18501,705800,Superstruct
18502,705810,"Chengdu Touch Times Technology Co., Ltd"
18503,705830,深圳市云宙多媒体
18504,705840,Fake GO
18505,705860,TM xR Lab
18506,705870,Gaugepunk Games
18507,705920,Tobop Productions
18508,705930,shenzhen YuHui Technologyco.LTD
18509,706010,Dynasty Interactive Ltd
18510,706020,Black Forest Games
18511,706030,Shoho Games
18512,706130,George Batchelor
18513,706200,Skip32
18514,706210,Real Maxwell
18515,706240,Ruskija game experience
18516,706270,Dreamlike Arts Games
18517,706280,Rebelware Games
18518,706320,Ripknot Systems
18519,706330,Ripknot Systems
18520,706350,Joshua Keith
18521,706370,Sacada
18522,706380,Sacada
18523,706390,Sacada
18524,706440,Devdan Games
18525,706480,Long Division LLC
18526,706490,3dinvis games
18527,706510,Sideline
18528,706520,"Shanghai Vsensory Network Technology Co.,LTD"
18529,706550,KirUn
18530,706560,Kasey Ozymy
18531,706570,Weston Bell-Geddes
18532,706690,Firestorm Entertainment
18533,706710,Yai Gameworks
18534,706840,MC Games
18535,706850,Falkenbrew
18536,706880,Worthing & Moncrieff
18537,706920,自由愉悦小黄猫(Free pleasure little yellow cat)
18538,706960,JellyTeam
18539,706990,Skullcap Studios
18540,707000,Renaissance
18541,707010,AlphaSoft LLC
18542,707060,Torus Games
18543,707110,Clickteam
18544,707140,baKno Games
18545,707220,GMGame
18546,707230,Svarog Studios
18547,707280,Individual Software
18548,707300,Crypton Future Media
18549,707320,Anamik Majumdar
18550,707340,AwingSoft
18551,707350,Arc System Works
18552,707370,Crankies Smartworks
18553,707380,Crankies Smartworks
18554,707400,BadWolf Games
18555,707450,Shenandoah Studio
18556,707470,BoomCat Studios
18557,707560,Masters Interactive
18558,707580,Fallen Planet Studios
18559,707590,Albatros Softworks
18560,707610,Mahjong Game
18561,707680,Glacier Labs
18562,707720,Peter Junior Leonar
18563,707750,The Holodeck
18564,707770,Capt McCay Soft
18565,707850,Boogygames Studios
18566,707860,Mathias
18567,707870,Anatoly Konstantinov
18568,707920,Mugle Studio
18569,707960,Okinawa Sunrise
18570,708100,Pixel Island
18571,708120,PF3D
18572,708140,Infinity Arc Studios
18573,708150,Creobit
18574,708160,CATE
18575,708190,Fewjix
18576,708250,"ElVery333, Raquel Covelo Suarez, ATopeCode"
18577,708260,Elknight
18578,708280,"Shanghai ThinkingBear Network Technology Co.,Ltd"
18579,708300,For Kids
18580,708310,Gravity Wave Interactive
18581,708340,Aerilon Studios
18582,708370,DarkLord
18583,708420,Bad Viking
18584,708430,"Nikita ""Ghost_RUS"""
18585,708450,CrackedGhostGames
18586,708480,Daniil Hasanov
18587,708510,Zendo Games
18588,708580,Wolf & Wood Interactive Ltd
18589,708630,HuBiao
18590,708640,Tornado Games
18591,708680,Thomas Meduri
18592,708710,XGen Studios
18593,708760,Perilous Orbit
18594,708780,Team Dogpit
18595,708790,LaserStone
18596,708800,Uncle Frost Team
18597,708820,Chicken Waffle
18598,708830,DysTop
18599,708850,Chronicle Games
18600,708870,Epic Banana Games LLC
18601,708890,Rhythmical Badass
18602,708920,Sergey Lir
18603,708930,Alexander Shvab
18604,708940,Star Legion
18605,708950,Igor Rashkuev
18606,708970,Nerd Commando Game Studios
18607,709020,Theodor Niklas
18608,709050,Miracle Studio
18609,709080,Damsel Stone
18610,709140,Vidas Salavejus
18611,709190,Axyos Games
18612,709220,Dexion Games
18613,709240,Roest
18614,709250,Dexion Games
18615,709280,"Evgeniy Psarev, Alexey Irhin, Dmitry Ryabchunov"
18616,709290,Nicholas Fisher
18617,709340,ERS G Studios
18618,709350,Mad Head Games
18619,709370,BeBold
18620,709390,Decabry
18621,709400,Outlaw
18622,709410,CUTE ANIME GIRLS
18623,709430,G. Malta
18624,709440,The Balance Inc
18625,709450,Connor O.R.T. Linning
18626,709470,Monocool Interactive
18627,709480,Shanghai YiJun Network Info Technologies Inc.
18628,709510,Connor O.R.T. Linning
18629,709520,FlatCircle
18630,709550,piximo interactive
18631,709560,Viron Shake
18632,709610,Mahjong Solitaire
18633,709620,"Rohan Narang, Ratalaika Games S.L."
18634,709630,Z Games
18635,709670,David Nguyen
18636,709700,LillyWelland inc.
18637,709720,WounderGrift
18638,709750,Artax Games
18639,709770,G. Malta
18640,709780,Vyacheslav Shilikhin
18641,709790,10ft Games
18642,709800,Narko Games
18643,709820,Supine
18644,709840,Racing Bros
18645,709850,Gerald David Becker
18646,709870,Racing Bros
18647,709880,Z9K Games
18648,709890,CoolGameZ
18649,709920,Grip Top Games
18650,709940,Mahjong Game
18651,709970,
18652,710030,Hajime Doujin Circle
18653,710070,WildArts
18654,710090,Blake Pierce
18655,710110,Ripknot Systems
18656,710120,Ripknot Systems
18657,710130,MegaFun Games Ltd.
18658,710160,Boozer Game Studios
18659,710170,XAREA
18660,710190,一次元创作组
18661,710240,Smartmelon
18662,710250,Otterly Bearable Games
18663,710270,VB Studio
18664,710280,ZhangHaiLong
18665,710310,Dextrit
18666,710360,Crazysoft Limited
18667,710400,Denis Isakov
18668,710460,Z-Software GmbH
18669,710470,"APLUS Co., Ltd"
18670,710480,Step Dad Productions
18671,710520,Crystal Box Team
18672,710540,Alexey Volonsky
18673,710550,BBit
18674,710610,"Sebastian Nigro, Christopher Anselmo, Daniel Marques"
18675,710620,3S Design
18676,710630,UnNaturalism Inc.
18677,710640,"PHY-SIX, Revive Interactive"
18678,710690,MichaelArts
18679,710700,Mark Fassett
18680,710740,Zatun Game Studio
18681,710750,
18682,710760,OctoBox Interactive
18683,710780,Easy game
18684,710820,Fazz Brothers
18685,710880,Clear Light Games
18686,710940,Dextrit
18687,710950,"Jaime Scribbles Games, Jaime Scribbles Games, Jaime Scribbles Games"
18688,710960,"Storybird, Julien Rocca"
18689,710970,Thylacine Studios
18690,710990,Ammonite Design Studios Ltd
18691,711000,Carlo Monzini
18692,711010,"Atomic Fabrik, Cristian Manolachi"
18693,711050,GO Studio
18694,711070,azimut team
18695,711080,Sly
18696,711090,Sly
18697,711100,Sly
18698,711110,Sly
18699,711120,Andrey Haritonov
18700,711130,"Playmous, EON Games"
18701,711140,MSRX22
18702,711150,RewindApp
18703,711210,LillyWelland inc.
18704,711230,Titus Interactive
18705,711240,Choice of Games
18706,711260,Brain Machine
18707,711300,uVR
18708,711310,Chickenpig Software
18709,711320,"Dmitriy Uvarov, Vyacheslav Shilikhin"
18710,711330,Hosted Games
18711,711350,Hosted Games
18712,711390,Niket Patel
18713,711430,Tin Man Games
18714,711440,Growl Interactive
18715,711450,Dror Riov
18716,711460,Tech Warrior-Dylan Dugan
18717,711480,Akumu Games
18718,711500,Tanukitsune
18719,711530,David Mulder
18720,711550,Chronik Spartan
18721,711560,SharkGame
18722,711570,Rappid Studios
18723,711600,WaVR
18724,711640,StarSystemStudios™
18725,711660,Amanita Design
18726,711690,Maniac Games
18727,711700,Neosia Entertainment
18728,711710,RiceMaster
18729,711720,Fade Away
18730,711750,Milestone S.r.l.
18731,711770,Baked Games
18732,711810,Legend Studio
18733,711870,"FrozenCrate, LLC"
18734,711890,Eipix Entertainment
18735,711920,Nerd Monkeys®
18736,711930,Fabio Cunha
18737,711970,Two thousand and one entertainment studio
18738,711990,Dieselmine
18739,712000,Emprom Game
18740,712010,Perverse Games
18741,712050,Dieselmine
18742,712060,IBLACKHOLES
18743,712070,Fasold Games
18744,712090,Endwise
18745,712100,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)"
18746,712150,Daniel Bedrich
18747,712180,Reinkout Games
18748,712190,Radiation Blue
18749,712210,Zoglu
18750,712230,KEA Games
18751,712240,WarDucks
18752,712380,For Kids
18753,712390,Shadow Blade Productions
18754,712410,Felix & Paul Studios
18755,712430,Auburn Sounds
18756,712530,The Crow Studios
18757,712610,PianoB Studio
18758,712620,Devin Eastmond
18759,712650,Burgee Games
18760,712660,"Facundo Balboa, Iván Piccione, Martín Díaz"
18761,712700,BloodyStation
18762,712730,Kaigan Games OÜ
18763,712760,Reuben Moorhouse
18764,712770,The Hyper Carries!
18765,712790,MagicHouse
18766,712810,DaFu Studio
18767,712840,深爪貴族
18768,712870,IndigoBlue Game Studio
18769,712890,From The Bard
18770,712970,Totem Games
18771,712980,Kerkko Rasilainen
18772,713010,ELF
18773,713030,26k
18774,713050,For Kids
18775,713060,Beanstalk VR Team (BYU)
18776,713070,Light Shock Software s.n.c
18777,713080,Scrap Games
18778,713090,Roosh Interactive
18779,713100,EcoGames
18780,713160,After Death Team
18781,713170,Frenetic Gaming
18782,713180,Potatobrain Games
18783,713220,"AlexHoratio, Alex Carpenter"
18784,713230,Magic VR
