id,appid,positive,negative
1440,204960,218,192
1441,205020,928,117
1442,205060,70,51
1443,205070,58,19
1444,205080,68,41
1445,205090,71,62
1446,205100,41756,1269
1447,205190,869,80
1448,205230,2712,434
1449,205270,29,7
1450,205530,48,43
1451,205550,200,108
1452,205610,479,214
1453,205650,1488,301
1454,205690,229,62
1455,205710,598,219
1456,205730,547,83
1457,205810,112,75
1458,205830,196,18
1459,205840,551,113
1460,205870,202,46
1461,205910,3483,309
1462,205930,922,151
1463,205950,3398,631
1464,205990,558,288
1465,206020,55,10
1466,206040,17,4
1467,206060,36,2
1468,206190,10384,271
1469,206210,9269,1773
1470,206230,31,22
1471,206250,78,27
1472,206370,544,57
1473,206410,18,6
1474,206420,54091,4945
1475,206440,42115,1423
1476,206480,1718,696
1477,206500,7640,1440
1478,206610,117,196
1479,206690,421,84
1480,206760,104,104
1481,207000,82,54
1482,207020,317,82
1483,207040,733,162
1484,207080,1536,126
1485,207140,20854,1455
1486,207150,201,334
1487,207170,4420,268
1488,207190,72,69
1489,207230,5642,2086
1490,207250,347,134
1491,207320,936,57
1492,207340,1,1
1493,207350,1811,91
1494,207370,204,215
1495,207380,193,29
1496,207400,489,41
1497,207420,538,224
1498,207430,337,332
1499,207490,1509,114
1500,207530,469,28
1501,207570,278,61
1502,207610,45701,1503
1503,207650,379,305
1504,207670,28,34
1505,207690,3524,136
1506,207710,25,15
1507,207730,128,256
1508,207750,1159,209
1509,207790,102,229
1510,207930,645,287
1511,208090,35369,5586
1512,208110,57,40
1513,208140,5708,1417
1514,208200,3957,772
1515,208400,658,55
1516,208460,10,36
1517,208480,9364,3170
1518,208500,1447,176
1519,208520,1029,632
1520,208580,8047,978
1521,208600,465,95
1522,208620,59,32
1523,208630,60,15
1524,208640,53,4
1525,208650,33121,12981
1526,208670,1363,333
1527,208710,23,10
1528,208730,1407,587
1529,208750,2239,240
1530,209000,20365,3519
1531,209060,524,99
1532,209080,12932,1276
1533,209100,1171,1079
1534,209120,858,697
1535,209160,14892,10757
1536,209190,783,93
1537,209230,194,41
1538,209270,503,218
1539,209330,272,186
1540,209340,0,0
1541,209360,43,14
1542,209370,1881,128
1543,209390,15,52
1544,209520,411,224
1545,209540,1211,339
1546,209610,61,49
1547,209630,251,50
1548,209650,13389,8379
1549,209670,3119,1454
1550,209690,124,79
1551,209730,288,312
1552,209750,57,56
1553,209790,470,61
1554,209830,1019,153
1555,209850,33,20
1556,209870,12243,4202
1557,209950,559,50
1558,210170,152,61
1559,210230,19,2
1560,210490,1,47
1561,210550,419,49
1562,210770,11629,1273
1563,210870,174,17
1564,210950,541,50
1565,210970,6572,1282
1566,211010,200,46
1567,211070,52,35
1568,211160,856,1013
1569,211180,371,28
1570,211260,1965,327
1571,211280,172,120
1572,211340,800,96
1573,211360,449,90
1574,211380,0,0
1575,211400,8981,2298
1576,211420,64157,6238
1577,211440,955,149
1578,211500,5204,3571
1579,211580,249,229
1580,211600,1649,148
1581,211740,845,51
1582,211780,376,93
1583,211800,91,28
1584,211820,74162,7816
1585,211900,236,53
1586,211970,144,108
1587,212010,1046,382
1588,212030,803,211
1589,212050,353,30
1590,212070,8647,2796
1591,212090,0,0
1592,212110,145,48
1593,212160,3646,1460
1594,212200,1843,691
1595,212390,892,334
1596,212410,293,201
1597,212480,10476,624
1598,212500,6860,1644
1599,212630,2178,1153
1600,212680,42641,1629
1601,212700,98,89
1602,212780,190,105
1603,212800,5951,702
1604,213030,466,71
1605,213050,0,0
1606,213330,969,129
1607,213350,49,43
1608,213390,9,6
1609,213610,4676,913
1610,213650,1327,225
1611,213670,35896,911
1612,213850,3615,773
1613,214050,0,0
1614,214100,27,28
1615,214130,88,53
1616,214150,93,91
1617,214170,1432,193
1618,214190,2608,1711
1619,214250,1361,701
1620,214270,0,0
1621,214340,7208,840
1622,214360,1176,433
1623,214400,0,0
1624,214420,6383,2225
1625,214490,24534,1958
1626,214510,4143,572
1627,214550,471,122
1628,214560,14689,453
1629,214570,188,55
1630,214590,882,139
1631,214610,457,79
1632,214630,168,105
1633,214700,934,616
1634,214730,3313,170
1635,214770,4881,338
1636,214790,812,153
1637,214830,1147,172
1638,214870,2240,679
1639,214910,181,208
1640,214950,31864,13423
1641,214970,983,194
1642,215080,4413,1335
1643,215100,1032,295
1644,215120,307,140
1645,215160,1386,134
1646,215280,4420,2106
1647,215390,6,6
1648,215450,48,3
1649,215470,4447,1323
1650,215490,0,0
1651,215510,2175,571
1652,215530,4993,1064
1653,215550,155,168
1654,215590,0,0
1655,215630,492,235
1656,215670,1069,518
1657,215690,764,256
1658,215710,268,53
1659,215770,50,42
1660,215790,164,379
1661,215830,2061,734
1662,215870,154,231
1663,215930,454,180
1664,216090,336,20
1665,216110,719,183
1666,216130,30,103
1667,216150,3629,1711
1668,216210,55,31
1669,216250,4914,767
1670,216260,444,52
1671,216290,171,12
1672,216670,30,4
1673,216890,1108,277
1674,216910,856,333
1675,216930,18,4
1676,217100,426,474
1677,217120,63,8
1678,217140,1436,673
1679,217200,3517,231
1680,217270,127,55
1681,217290,142,22
1682,217690,878,489
1683,217750,874,397
1684,217790,414,165
1685,217920,1657,722
1686,218020,50,8
1687,218040,50,47
1688,218060,2615,221
1689,218090,504,116
1690,218230,35968,7753
1691,218410,2688,102
1692,218510,492,191
1693,218620,308657,56523
1694,218640,5775,1400
1695,218660,112,30
1696,218680,6661,588
1697,218700,70,28
1698,218740,2021,370
1699,218760,78,18
1700,218820,1511,637
1701,218980,26,130
1702,219070,10,13
1703,219150,45809,1211
1704,219190,545,60
1705,219200,275,55
1706,219340,569,202
1707,219640,51499,10939
1708,219680,1847,659
1709,219700,447,250
1710,219740,61435,2088
1711,219760,150,131
1712,219780,2001,441
1713,219830,3127,643
1714,219890,12232,612
1715,219910,1674,162
1716,219950,553,79
1717,219990,26805,2605
1718,220090,902,129
1719,220160,1382,423
1720,220200,49328,5168
1721,220240,46331,5622
1722,220260,3962,381
1723,220420,10,2
1724,220440,14820,956
1725,220460,641,140
1726,220660,547,729
1727,220700,3372,210
1728,220740,1433,121
1729,220780,7456,438
1730,220820,2050,381
1731,220860,3000,581
1732,220900,218,125
1733,220960,6,9
1734,220980,172,65
1735,221020,632,1878
1736,221040,14643,3904
1737,221100,118435,77169
1738,221180,351,35
1739,221220,7,3
1740,221260,6403,459
1741,221380,54090,3178
1742,221540,1579,354
1743,221640,19797,616
1744,221680,8228,789
1745,221810,1702,266
1746,221830,266,50
1747,221910,31538,2846
1748,222140,322,119
1749,222160,265,150
1750,222180,21,9
1751,222320,0,0
1752,222420,880,163
1753,222440,903,78
1754,222480,4962,975
1755,222500,16,17
1756,222520,514,322
1757,222640,478,145
1758,222730,3569,917
1759,222750,3279,415
1760,222880,92355,9570
1761,222940,4300,537
1762,222980,2005,309
1763,223000,159,24
1764,223100,6396,5102
1765,223140,0,0
1766,223220,1229,326
1767,223280,49,5
1768,223330,928,288
1769,223410,455,194
1770,223430,110,212
1771,223450,166,51
1772,223470,36263,1872
1773,223490,343,490
1774,223510,739,218
1775,223630,374,252
1776,223710,20990,3497
1777,223730,378,60
1778,223750,5083,1534
1779,223810,1083,135
1780,223830,2497,337
1781,223850,2328,346
1782,224000,269,91
1783,224040,197,53
1784,224260,48190,5747
1785,224280,156,8
1786,224300,429,61
1787,224380,34,38
1788,224440,1140,1213
1789,224460,4028,415
1790,224480,6742,536
1791,224500,2509,698
1792,224540,12153,6500
1793,224600,9150,2808
1794,224700,23,47
1795,224740,348,426
1796,224760,10641,928
1797,224820,1306,56
1798,224860,239,514
1799,224900,385,274
1800,224920,798,302
1801,224940,288,107
1802,224960,1700,374
1803,224980,422,64
1804,225000,232,77
1805,225020,349,262
1806,225080,31689,1708
1807,225160,1789,151
1808,225260,12816,905
1809,225280,971,167
1810,225300,805,115
1811,225320,468,97
1812,225360,476,500
1813,225420,1130,873
1814,225540,37747,14024
1815,225600,3129,1537
1816,225640,1177,495
1817,225840,12211,1173
1818,226100,517,190
1819,226120,315,192
1820,226560,549,383
1821,226580,1113,317
1822,226620,1056,104
1823,226700,10767,14851
1824,226720,1597,1002
1825,226740,827,247
1826,226760,0,0
1827,226780,42,44
1828,226820,58,4
1829,226840,4479,1132
1830,226860,6051,1891
1831,226920,0,0
1832,226960,381,170
1833,227000,1863,49
1834,227020,203,155
1835,227060,235,154
1836,227080,2405,160
1837,227100,3204,446
1838,227160,298,1138
1839,227180,1677,835
1840,227200,919,113
1841,227220,1480,209
1842,227260,609,61
1843,227300,176769,5825
1844,227380,312,92
1845,227400,322,320
1846,227480,1645,718
1847,227560,321,166
1848,227580,1573,187
1849,227600,1329,151
1850,227760,143,65
1851,227780,1339,165
1852,227800,120,44
1853,227860,2711,2361
1854,227900,19,14
1855,227920,78,113
1856,227940,65856,34416
1857,228180,1461,382
1858,228200,2526,287
1859,228260,1265,495
1860,228280,4148,688
1861,228300,9080,1815
1862,228320,94,97
1863,228360,1162,91
1864,228380,8834,2486
1865,228400,2790,1996
1866,228440,148,65
1867,228760,1065,259
1868,228960,498,56
1869,229480,785,180
1870,229520,319,178
1871,229560,22,16
1872,229580,549,382
1873,229600,115,141
1874,229810,284,136
1875,229870,648,101
1876,229890,66,13
1877,229950,265,51
1878,229970,44,29
1879,230050,5434,718
1880,230070,1719,373
1881,230150,228,93
1882,230190,3948,753
1883,230210,0,0
1884,230230,10454,942
1885,230270,1600,83
1886,230290,5918,377
1887,230310,114,207
1888,230330,84,16
1889,230410,226541,20268
1890,230650,123,136
1891,230700,1447,333
1892,230760,8,14
1893,230820,1700,179
1894,230840,760,767
1895,230860,618,64
1896,230980,256,192
1897,231020,63,27
1898,231040,814,236
1899,231060,1595,1096
1900,231140,771,584
1901,231160,5699,242
1902,231200,1506,310
1903,231310,278,178
1904,231330,1474,572
1905,231430,32548,12038
1906,231720,123,237
1907,231740,2268,417
1908,231910,331,85
1909,232010,3772,973
1910,232050,1365,679
1911,232090,60917,8354
1912,232430,11893,3651
1913,232450,760,402
1914,232750,1403,525
1915,232770,2319,502
1916,232790,5312,1063
1917,232810,1765,4939
1918,232890,4280,2786
1919,232910,2915,571
1920,232950,333,338
1921,232970,377,61
1922,233110,57,95
1923,233130,18716,1426
1924,233150,3180,302
1925,233190,761,143
1926,233210,63,169
1927,233230,1131,392
1928,233270,9282,1257
1929,233290,8658,1647
1930,233310,111,22
1931,233350,413,70
1932,233370,547,184
1933,233410,94,11
1934,233450,31687,2286
1935,233470,4437,906
1936,233510,103,52
1937,233530,53,130
1938,233550,1167,234
1939,233610,3989,279
1940,233680,312,42
1941,233700,1058,162
1942,233720,11387,2462
1943,233740,2182,284
1944,233800,149,18
1945,233840,1730,556
1946,233860,9512,1171
1947,233980,5899,449
1948,234080,3827,953
1949,234100,22,13
1950,234140,36222,3811
1951,234160,459,82
1952,234190,2627,695
1953,234270,1320,99
1954,234290,244,136
1955,234330,2341,1051
1956,234350,67,16
1957,234370,29,59
1958,234390,2158,361
1959,234490,553,341
1960,234630,8618,2720
1961,234650,8676,1132
1962,234670,8209,882
1963,234710,4647,856
1964,234820,184,88
1965,234900,856,154
1966,234920,327,92
1967,234940,982,317
1968,235070,139,106
1969,235210,2127,401
1970,235250,1271,169
1971,235320,923,66
1972,235340,1954,1378
1973,235360,673,213
1974,235380,2714,1890
1975,235400,617,577
1976,235460,13722,1157
1977,235520,120,34
1978,235540,13905,3560
1979,235600,10016,1982
1980,235620,520,174
1981,235660,199,38
1982,235720,327,103
1983,235800,3785,882
1984,235820,506,99
1985,235900,326,34
1986,235980,371,9
1987,236010,16,14
1988,236090,15064,625
1989,236110,10766,3802
1990,236130,243,177
1991,236150,2604,1126
1992,236290,22,5
1993,236370,4556,2946
1994,236390,83852,22166
1995,236430,30008,3799
1996,236450,5988,291
1997,236470,120,80
1998,236490,18,12
1999,236510,2136,3378
2000,236690,2734,1085
2001,236730,511,121
2002,236790,145,486
2003,236850,40346,8254
2004,236870,21919,5727
2005,236890,19,17
2006,236930,503,8
2007,236970,19,22
2008,237110,12332,1434
2009,237310,4755,1511
2010,237350,188,69
2011,237370,273,125
2012,237430,887,201
2013,237470,159,76
2014,237550,168,139
2015,237570,253,57
2016,237630,3198,523
2017,237740,2416,298
2018,237760,349,26
2019,237850,2829,562
2020,237870,3847,1729
2021,237890,1199,447
2022,237930,22158,1162
2023,237950,210,140
2024,237970,56,22
2025,237990,9750,1131
2026,238010,13044,1233
2027,238050,198,20
2028,238070,1066,58
2029,238090,12737,3297
2030,238210,4227,274
2031,238240,996,1647
2032,238260,2175,812
2033,238280,1079,390
2034,238320,45966,1953
2035,238370,4873,1382
2036,238430,9087,3585
2037,238460,47342,1290
2038,238530,367,33
2039,238630,192,65
2040,238750,1571,780
2041,238870,62,354
2042,238890,126,164
2043,238910,672,226
2044,238930,356,299
2045,238960,71593,6117
2046,239030,25587,1103
2047,239070,5092,566
2048,239090,337,21
2049,239120,1029,250
2050,239140,78192,6176
2051,239160,10486,4326
2052,239200,4336,2143
2053,239250,2390,479
2054,239350,8560,851
2055,239430,1194,217
2056,239490,0,0
2057,239660,1628,419
2058,239700,452,72
2059,239720,126,33
2060,239800,1635,120
2061,239820,27373,1436
2062,239840,1405,526
2063,240220,0,0
2064,240320,2987,1609
2065,240340,80,8
2066,240360,46,9
2067,240440,468,50
2068,240600,409,166
2069,240620,137,86
2070,240660,103,44
2071,240720,10964,2913
2072,240760,6221,1309
2073,240970,425,33
2074,241000,148,139
2075,241240,959,92
2076,241260,1988,169
2077,241300,62,8
2078,241320,940,69
2079,241410,1104,129
2080,241540,14957,2750
2081,241560,9479,4636
2082,241600,13854,936
2083,241620,330,164
2084,241660,156,77
2085,241680,3,1
2086,241720,607,636
2087,241760,120,40
2088,241790,31,5
2089,241910,1324,163
2090,241930,51668,4603
2091,242050,23904,3362
2092,242110,199,149
2093,242130,319,283
2094,242320,0,0
2095,242360,0,0
2096,242530,196,108
2097,242550,3050,243
2098,242570,1292,556
2099,242610,16,3
2100,242640,4506,962
2101,242680,9694,405
2102,242700,8793,1473
2103,242720,6865,3424
2104,242760,110460,8881
2105,242780,503,101
2106,242820,3398,241
2107,242840,1102,266
2108,242860,22048,4418
2109,242880,2760,743
2110,242920,24653,2820
2111,242940,221,68
2112,242960,326,146
2113,242980,253,231
2114,243000,234,97
2115,243020,96,41
2116,243040,514,66
2117,243060,90,35
2118,243120,2601,578
2119,243160,436,88
2120,243180,0,0
2121,243200,1352,136
2122,243220,448,72
2123,243280,155,42
2124,243360,282,80
2125,243450,1191,272
2126,243470,15159,7383
2127,243780,618,185
2128,243800,2511,415
2129,243890,8,10
2130,243930,1843,943
2131,243950,1274,431
2132,243970,3559,271
2133,244030,850,660
2134,244050,736,668
2135,244070,389,181
2136,244090,202,120
2137,244160,5377,827
2138,244210,15277,2337
2139,244410,169,61
2140,244430,521,102
2141,244450,11389,2025
2142,244590,807,418
2143,244690,158,75
2144,244710,2774,479
2145,244730,1418,268
2146,244750,91,19
2147,244770,1852,772
2148,244810,493,107
2149,244830,16,2
2150,244850,60221,9609
2151,244870,3032,306
2152,244890,136,39
2153,244910,788,218
2154,244930,7235,3754
2155,244950,123,33
2156,245010,49,28
2157,245050,94,106
2158,245150,695,221
2159,245170,14298,838
2160,245280,3677,650
2161,245300,102,76
2162,245350,0,0
2163,245370,321,509
2164,245390,836,106
2165,245410,82,36
2166,245430,71,23
2167,245450,460,41
2168,245470,4492,1596
2169,245490,1141,615
2170,245620,7878,2482
2171,245730,218,151
2172,246070,412,348
2173,246090,741,3134
2174,246110,1094,449
2175,246300,287,166
2176,246360,22,38
2177,246420,5101,182
2178,246580,2280,347
2179,246620,20081,1419
2180,246680,268,156
2181,246700,1560,756
2182,246720,29,50
2183,246740,66,159
2184,246760,1013,298
2185,246800,31,46
2186,246820,14,4
2187,246840,857,78
2188,246880,26,58
2189,246900,6753,580
2190,246920,113,10
2191,246940,76,292
2192,246960,267,52
2193,246980,142,62
2194,247000,2975,986
2195,247020,4232,235
2196,247080,14162,533
2197,247120,196,214
2198,247140,615,67
2199,247240,1698,387
2200,247310,34,51
2201,247350,351,40
2202,247370,328,114
2203,247430,1000,195
2204,247660,2038,916
2205,247730,7456,10167
2206,247870,152,221
2207,247910,3069,554
2208,247950,954,2861
2209,248170,616,71
2210,248190,275,41
2211,248270,39,37
2212,248290,219,97
2213,248310,3549,163
2214,248330,590,49
2215,248350,241,135
2216,248370,83,39
2217,248390,6946,984
2218,248410,78,199
2219,248450,137,75
2220,248470,364,188
2221,248490,297,222
2222,248510,87,18
2223,248530,659,227
2224,248550,866,108
2225,248570,11143,1563
2226,248590,0,0
2227,248610,5834,349
2228,248630,492,585
2229,248650,783,248
2230,248710,198,468
2231,248730,300,69
2232,248800,614,181
2233,248820,22700,1589
2234,248860,2947,319
2235,248970,541,87
2236,249050,7423,1046
2237,249130,8797,691
2238,249190,136,168
2239,249230,2756,1144
2240,249330,1120,126
2241,249360,273,131
2242,249550,226,98
2243,249570,176,190
2244,249590,1581,258
2245,249610,41,33
2246,249630,1859,275
2247,249650,1669,1050
2248,249680,1685,138
2249,249870,1284,287
2250,249930,20,26
2251,249950,418,80
2252,249990,1804,621
2253,250030,474,151
2254,250050,1516,63
2255,250070,15,4
2256,250110,1282,71
2257,250180,5229,553
2258,250260,4136,393
2259,250320,21127,517
2260,250340,3706,1444
2261,250360,11,5
2262,250380,946,132
2263,250400,12965,2751
2264,250420,2822,1972
2265,250460,840,286
2266,250500,1691,93
2267,250520,1485,252
2268,250540,46,44
2269,250560,1004,256
2270,250580,961,430
2271,250600,19476,1644
2272,250620,3897,608
2273,250640,268,62
2274,250660,221,100
2275,250680,340,143
2276,250700,675,72
2277,250720,10,44
2278,250760,9334,332
2279,250900,72830,1840
2280,251020,19,25
2281,251060,7949,1137
2282,251110,757,98
2283,251130,2656,197
2284,251150,3413,318
2285,251170,2538,974
2286,251210,179,21
2287,251230,307,87
2288,251270,459,39
2289,251290,1108,26
2290,251310,130,99
2291,251370,566,15
2292,251390,121,57
2293,251410,78,107
2294,251430,570,51
2295,251450,76,114
2296,251470,1906,125
2297,251490,253,8
2298,251510,44,7
2299,251530,433,113
2300,251570,60718,16905
2301,251590,0,0
2302,251630,919,155
2303,251650,0,0
2304,251690,345,186
2305,251710,176,148
2306,251730,2075,215
2307,251770,409,55
2308,251810,211,77
2309,251830,546,27
2310,251850,465,150
2311,251870,2319,313
2312,251890,349,264
2313,251910,217,69
2314,251950,905,1300
2315,251990,5656,305
2316,252010,589,123
2317,252030,1934,345
2318,252050,38,272
2319,252070,153,48
2320,252090,63,16
2321,252110,1870,105
2322,252130,713,49
2323,252150,27870,602
2324,252170,262,63
2325,252230,247,120
2326,252250,462,463
2327,252270,166,89
2328,252290,173,89
2329,252310,533,92
2330,252330,4468,578
2331,252350,1520,449
2332,252370,468,107
2333,252390,68,43
2334,252410,4095,311
2335,252430,70,100
2336,252450,967,758
2337,252470,1667,437
2338,252490,220370,53709
2339,252530,2717,803
2340,252550,515,67
2341,252570,258,140
2342,252610,3307,234
2343,252630,1556,210
2344,252670,2268,272
2345,252690,377,100
2346,252710,164,36
2347,252730,95,35
2348,252750,210,25
2349,252770,93,300
2350,252830,217,94
2351,252850,1492,598
2352,252870,1989,212
2353,252890,100,23
2354,252910,63,349
2355,252950,242561,21816
2356,252970,100,31
2357,253030,5258,343
2358,253050,291,114
2359,253110,3446,246
2360,253150,429,123
2361,253190,611,337
2362,253230,14019,292
2363,253250,5242,1719
2364,253290,598,82
2365,253310,82,21
2366,253330,1505,517
2367,253350,172,31
2368,253370,233,128
2369,253390,111,59
2370,253410,221,236
2371,253430,4478,1831
2372,253490,495,277
2373,253510,459,560
2374,253570,50,83
2375,253610,371,137
2376,253630,163,147
2377,253650,1393,530
2378,253670,33,12
2379,253690,337,94
2380,253710,11440,15403
2381,253750,1398,70
2382,253770,313,552
2383,253790,168,36
2384,253840,1704,160
2385,253860,110,87
2386,253880,320,117
2387,253900,2341,515
2388,253920,934,263
2389,253940,459,194
2390,253960,194,111
2391,253980,4076,1139
2392,254060,467,316
2393,254080,247,196
2394,254100,193,123
2395,254200,1775,622
2396,254270,0,0
2397,254300,264,102
2398,254320,946,122
2399,254370,0,0
2400,254440,2295,253
2401,254460,685,55
2402,254480,263,66
2403,254590,222,244
2404,254700,11260,2172
2405,254820,57,10
2406,254840,99,18
2407,254860,8,13
2408,254880,101,10
2409,254920,27,7
2410,254960,572,65
2411,255070,1349,816
2412,255220,4969,1610
2413,255260,158,82
2414,255280,695,259
2415,255300,1022,142
2416,255320,767,162
2417,255340,300,9
2418,255370,474,251
2419,255390,968,53
2420,255420,1768,2225
2421,255520,2500,610
2422,255710,67553,6005
